SFPW_archive_dump_31May2024_LabID,Duplicates,Flags,FIELDID,Animal_ID,Stage_Class,Cruise,Platform,Shipper,Shipper_Organization,Shipped_Date,Received_Date,Collection_Method,Contact_ID,CONTACT_NAME,Organization_ID,Organization,Collector,Collector_Organization,Acknowledgement,Label,LAB,Species_ID,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,SubSpecies,Species_Determ_List,USE,Restrict_Description,Date_Collected,YR,MO,DA,Location,City,Island,County,State,Country,Latitude,Latitude_Precision,Latitude_Precision_Unit,Longitude,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX,Gender_Determination,ACCESSIONDATE,Repository_Numbers,SFPW_archive_dump_31May2024_Comments,SFPW_archive_dump_31May2024_Record_Creation_Date,SFPW_archive_dump_31May2024_Edit_User,SFPW_archive_dump_31May2024_Edit_Date,SFPW_DIDs_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,dbo_vw_DNA_Storage_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,dbo_vw_DNA_Storage_Edit_User,dbo_vw_DNA_Storage_Edit_Date,dbo_vw_DNA_Storage_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
116840,,,PIC130701.05B,231807,,,,,,,,BIOPSY (PROJECTILE),501,ERIN OLESON,453,"NMFS, PACIFIC ISLAND FISHERIES SCIENCE CENTER",,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,07/01/2013,2013,7,1,4.76km SSW Orote Pt.,,Guam,,,GUAM,13.434738,0,DEGREE,144.600837,0,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,9/17/2013 0:00:00,,tip nick,9/17/13,Alaina.Harmon,8/25/23,76572,116840,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,G,7,161996,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,985,Louella Dolar,10/30/13,,,,10/22/13,Alaina Harmon,2/2/22,10/22/13,,,,,,,,,,,,,,
118391,,,130506Gm01,232346,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,05/06/2013,2013,5,6,N Andros,,,,,BAHAMAS,24.5806,0,MINUTE,-77.5774,0,MINUTE,2,North Atlantic,M,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,12/11/2013 0:00:00,,,12/11/13,dan.prosperi,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118392,,,130506Gm02,232347,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,05/06/2013,2013,5,6,N Andros,,,,,BAHAMAS,24.5806,0,MINUTE,-77.5774,0,MINUTE,2,North Atlantic,U,,12/11/2013 0:00:00,,,12/11/13,dan.prosperi,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118393,,,130506Gm03,232348,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,05/06/2013,2013,5,6,N Andros,,,,,BAHAMAS,24.5672,0,MINUTE,-77.5814,0,MINUTE,2,North Atlantic,M,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,12/11/2013 0:00:00,,,12/11/13,dan.prosperi,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118394,,,130506Gm04,232349,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,05/06/2013,2013,5,6,N Andros,,,,,BAHAMAS,24.5554,0,MINUTE,-77.5708,0,MINUTE,2,North Atlantic,M,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,12/11/2013 0:00:00,,,12/11/13,dan.prosperi,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118395,,,130506Gm05,232350,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,05/06/2013,2013,5,6,N Andros,,,,,BAHAMAS,24.5552,0,MINUTE,-77.5707,0,MINUTE,2,North Atlantic,F,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,12/11/2013 0:00:00,,,12/11/13,dan.prosperi,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118396,,,130506Gm06,232351,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,05/06/2013,2013,5,6,N Andros,,,,,BAHAMAS,24.5493,0,MINUTE,-77.5677,0,MINUTE,2,North Atlantic,M,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,12/11/2013 0:00:00,,,12/11/13,dan.prosperi,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118397,,,130506Gm07,232352,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,05/06/2013,2013,5,6,N Andros,,,,,BAHAMAS,24.5408,0,MINUTE,-77.565,0,MINUTE,2,North Atlantic,M,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,12/11/2013 0:00:00,,,12/11/13,dan.prosperi,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118398,,,130506Gm08,232353,,,,,,,,BIOPSY (PROJECTILE),482,DIANE CLARIDGE,266,BAHAMAS MARINE MAMMAL RESEARCH ORGANIZATION (BMMRO),,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,05/06/2013,2013,5,6,N Andros,,,,,BAHAMAS,24.5372,0,MINUTE,-77.5642,0,MINUTE,2,North Atlantic,M,Field determination: field observation (photo/sex dimorphism); no carcass in hand for examination.,12/11/2013 0:00:00,,,12/11/13,dan.prosperi,6/14/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123263,,,RWB2010DEC17.03,232517,,,,,,,,BIOPSY (PROJECTILE),673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,12/17/2010,2010,12,17,,,,,HAWAII,UNITED STATES OF AMERICA,19.7,1,Minute,-156.15,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/22/2010 0:00:00,,small bit of skin collected,5/31/12,dan.prosperi,6/10/22,81648,123263,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",23,906,D,3,134428,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1142,Amy Van Cise,8/6/14,,,,8/6/14,Alaina Harmon,2/2/22,8/6/14,29608,81648,8/6/14,Amy Van Cise,Victor Fluorometry,6.24,,,,,,Nicky Beaulieu,8/19/14,8/19/14
123263,,,RWB2010DEC17.03,232517,,,,,,,,BIOPSY (PROJECTILE),673,ROBIN BAIRD,255,CASCADIA RESEARCH COLLECTIVE,,,,,ARC,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,Y,Donator requested that PI request permission to use in study,12/17/2010,2010,12,17,,,,,HAWAII,UNITED STATES OF AMERICA,19.7,1,Minute,-156.15,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/22/2010 0:00:00,,small bit of skin collected,5/31/12,dan.prosperi,6/10/22,81711,123263,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",23,907,B,3,134428,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1143,Amy Van Cise,8/13/14,,,,8/13/14,Alaina Harmon,2/2/22,8/13/14,29670,81711,8/13/14,Amy Van Cise,Victor Fluorometry,22.26,,,,,,Nicky Beaulieu,8/20/14,8/20/14
123339,,,MAC101001.01,232528,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/01/2010,2010,10,1,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.783333,1,Minute,-159.7,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,62499,123339,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,D,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123339,,,MAC101001.01,232528,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/01/2010,2010,10,1,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.783333,1,Minute,-159.7,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,76515,123339,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,A,4,134506,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,960,Amy Van Cise,8/20/13,,,,9/30/13,Alaina Harmon,2/2/22,9/30/13,,,,,,,,,,,,,,
123339,,,MAC101001.01,232528,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/01/2010,2010,10,1,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.783333,1,Minute,-159.7,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,84477,123339,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",2,969,F,11,134506,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1280,Amy Van Cise,4/29/15,,,,4/29/15,Alaina Harmon,2/9/22,4/29/15,,,,,,,,,,,,,,
123340,,,MAC101001.02,232529,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/01/2010,2010,10,1,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.783333,1,Minute,-159.7,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,62500,123340,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,D,7,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123340,,,MAC101001.02,232529,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/01/2010,2010,10,1,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.783333,1,Minute,-159.7,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,76516,123340,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,A,5,134507,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,960,Amy Van Cise,8/20/13,,,,9/30/13,Alaina Harmon,2/2/22,9/30/13,,,,,,,,,,,,,,
123340,,,MAC101001.02,232529,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/01/2010,2010,10,1,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.783333,1,Minute,-159.7,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,84485,123340,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",2,969,G,6,134507,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1280,Amy Van Cise,4/29/15,,,,4/29/15,Alaina Harmon,2/9/22,4/29/15,,,,,,,,,,,,,,
123341,,,MAC101001.03,232530,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/01/2010,2010,10,1,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.783333,1,Minute,-159.7,1,Minute,1,North Pacific,U,,12/23/2010 0:00:00,,"small sample with tiny bit of dark tissue, toothpick included in vial.  Adult male. Sampled at 1712 ..  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,76517,123341,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,A,6,134508,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,960,Amy Van Cise,8/20/13,,,,9/30/13,Alaina Harmon,2/2/22,9/30/13,,,,,,,,,,,,,,
123341,,,MAC101001.03,232530,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/01/2010,2010,10,1,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,19.783333,1,Minute,-159.7,1,Minute,1,North Pacific,U,,12/23/2010 0:00:00,,"small sample with tiny bit of dark tissue, toothpick included in vial.  Adult male. Sampled at 1712 ..  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,77626,123341,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,866,B,3,134508,N,Genomic DNA,0,None left,N,,,Accessioned in error,,,,,,,1/27/14,Alaina Harmon,2/2/22,1/27/14,,,,,,,,,,,,,,
123342,,,MAC101002.01,232531,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/02/2010,2010,10,2,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,20.683333,1,Minute,-159.566666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"2 samples from same animal, both in same vial. Large adult male. Accelerated after sampling..  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,62501,123342,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,D,8,,Y,Genomic DNA,1,<=10ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123342,,,MAC101002.01,232531,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/02/2010,2010,10,2,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,20.683333,1,Minute,-159.566666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"2 samples from same animal, both in same vial. Large adult male. Accelerated after sampling..  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,76518,123342,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,A,7,134509,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,960,Amy Van Cise,8/20/13,,,,9/30/13,Alaina Harmon,2/2/22,9/30/13,,,,,,,,,,,,,,
123342,,,MAC101002.01,232531,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/02/2010,2010,10,2,,,Hawaii,,HAWAII,UNITED STATES OF AMERICA,20.683333,1,Minute,-159.566666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"2 samples from same animal, both in same vial. Large adult male. Accelerated after sampling..  Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,84486,123342,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",2,969,G,7,134509,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1280,Amy Van Cise,4/29/15,,,,4/29/15,Alaina Harmon,2/9/22,4/29/15,,,,,,,,,,,,,,
123361,,,MAC101018.01,232550,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/18/2010,2010,10,18,Papahanaumokuakea Marine National Monument,,,,HAWAII,UNITED STATES OF AMERICA,24.05,1,Minute,-165.6,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,62502,123361,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,D,9,,Y,Genomic DNA,4,>50ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123361,,,MAC101018.01,232550,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/18/2010,2010,10,18,Papahanaumokuakea Marine National Monument,,,,HAWAII,UNITED STATES OF AMERICA,24.05,1,Minute,-165.6,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,76519,123361,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,A,8,134528,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,960,Amy Van Cise,8/20/13,,,,9/30/13,Alaina Harmon,2/2/22,9/30/13,,,,,,,,,,,,,,
123361,,,MAC101018.01,232550,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/18/2010,2010,10,18,Papahanaumokuakea Marine National Monument,,,,HAWAII,UNITED STATES OF AMERICA,24.05,1,Minute,-165.6,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,91774,123361,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",2,970,B,12,134528,Y,Genomic DNA,1,<=10ul,N,,,,1677,Brittany Hanser,9/21/16,,,,10/26/16,Alaina Harmon,2/9/22,10/26/16,42037,91774,10/19/16,Brittany Hanser,Victor Fluorometry,44.03,,,,,,Gabriela Serra-Valente,10/28/16,10/28/16
123362,,,MAC101018.02,232551,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/18/2010,2010,10,18,Papahanaumokuakea Marine National Monument,,,,HAWAII,UNITED STATES OF AMERICA,24.05,1,Minute,-165.6,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,62503,123362,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,E,1,,Y,Genomic DNA,1,<=10ul,N,,,,654,Jake Minich,6/23/11,HICEAS P1,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
123362,,,MAC101018.02,232551,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/18/2010,2010,10,18,Papahanaumokuakea Marine National Monument,,,,HAWAII,UNITED STATES OF AMERICA,24.05,1,Minute,-165.6,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,76520,123362,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",20,854,A,9,134529,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,960,Amy Van Cise,8/20/13,,,,9/30/13,Alaina Harmon,2/2/22,9/30/13,,,,,,,,,,,,,,
123362,,,MAC101018.02,232551,,2010-HICEAS-MACII,,,,,,BIOPSY (PROJECTILE),534,JAY BARLOW,1,SWFSC,,,"Southwest Fisheries Science Center, National Marine Fisheries Service, La Jolla, CA",,JPB,36,036,C,CETACEA,G mac,Globicephala,macrorhynchus,Short-finned pilot whale,,,N,,10/18/2010,2010,10,18,Papahanaumokuakea Marine National Monument,,,,HAWAII,UNITED STATES OF AMERICA,24.05,1,Minute,-165.6,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/23/2010 0:00:00,,"Alaina Harmon, 30 April 2024: Samples reverted to no external permission required following Jay Barlow's retirement.",5/31/12,Alaina.Harmon,4/30/24,78808,123362,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",21,878,E,8,134529,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,1044,Amy Van Cise,2/27/14,,,,2/28/14,Alaina Harmon,2/2/22,2/28/14,,,,,,,,,,,,,,
