LABID,Latitude,Longitude,Mitogenome.haplotype,CR.haplotype,Hawaii,Location,CONTACT_NAME,Restrict_Description,Date_Collected,KKMLocation,Ocean_Basin,category,Working?,Rank,DQuant,concentration,dna.comments,TQuant
30442,24.116666,-168.516666,mtGen52,12,NWHI,NWHI,JAY BARLOW,,10/18/02,NWHI,North Pacific,,,,2,175,,3
30445,24.116666,-168.516666,,J,NWHI,NWHI,JAY BARLOW,,10/18/02,NWHI,North Pacific,,,,3,283,,3
30447,24.116666,-168.516666,,J,NWHI,NWHI,JAY BARLOW,,10/18/02,NWHI,North Pacific,,,,3,363,,3
30476,25.35,-176.133333,NA,J,NWHI,NWHI,JAY BARLOW,,11/5/02,NWHI,North Pacific,,,,"NA,3,3","530, NA, NA",", , ",3
123361,24.05,-165.6,NA,J,NWHI,Papahanaumokuakea Marine National Monument,JAY BARLOW,,10/18/10,NWHI,North Pacific,,,,"4,3,1","NA, NA, 44.03",", , ",3
123362,24.05,-165.6,,J,NWHI,Papahanaumokuakea Marine National Monument,JAY BARLOW,,10/18/10,NWHI,North Pacific,,,,"1,3,3",,", , ",3
49070,4.533333,-163.5,mtGen66,mtGen66,,PALMYRA,JAY BARLOW,,8/21/05,Palmyra,North Pacific,Pac1,,,"4,4,3,2,2","NA, NA, NA, NA, 67.62",", , , , ",3
136820,9.0842,123.1926,mtGen83,mtGen83,,ZAMBOANGUITA,EDNA SABATER,Donator requested that PI request permission to use in study,7/9/09,Philippines,North Pacific,Pac2,,,1,132.76,,3
1685,41.45,-125.483333,mtGen02,E,,OFFSHORE,Kerri Danil,,8/16/93,US west,North Pacific,ETP4,,,1,1832,,3
25546,44.433333,-124.083333,mtGen02,E,,OREGON,BARBARA LAGERQUIST,,12/11/95,US west,North Pacific,ETP4,,,1,7205,,3
1737,41.466666,-125.516666,,E,,OFFSHORE,Kerri Danil,,9/7/93,US west,North Pacific,,,,3,500,,3
1738,41.466666,-125.516666,,E,,OFFSHORE,Kerri Danil,,9/7/93,US west,North Pacific,,,,3,1205,,3
1739,41.466666,-124.516666,NA,E,,OFFSHORE,Kerri Danil,,9/4/93,US west,North Pacific,,,,2,1927,,3
78786,-3.133333,-167.366666,mtGen19,mtGen19,,"High Seas, 470km E of Canton Is.",ERIN OLESON,Donator requested that PI request permission to use in study,3/12/06,CNP,South Pacific,Pac1,,,"2,2",,", ",0
12030,-2,-81.3,mtGen45,7,,ECUADOR,TIM GERRODETTE,,11/11/98,ETP,South Pacific,ETP2,,,"1,3","510, NA",", ","3,1"
37783,-14.733333,-84.766666,mtGen60,8,,ETP IFS,LISA Ballance,,10/24/03,ETP,South Pacific,ETP2,,,3,,,"3,0,3"
37766,-8.866666,-93.3,mtGen57,10,,ETP IFS,LISA Ballance,,10/19/03,ETP,South Pacific,ETP6,,,2,,,"3,3"
37781,-11.95,-88.183333,mtGen59,E,,ETP IFS,LISA Ballance,,10/22/03,ETP,South Pacific,ETP6,,,2,,,"3,3,3"
12008,-1.133333,-91.116666,,6,,ECUADOR,TIM GERRODETTE,,11/7/98,ETP,South Pacific,,,,4,288,,"3,0"
12010,-1.133333,-91.116666,,6,,ECUADOR,TIM GERRODETTE,,11/7/98,ETP,South Pacific,,,,4,193,,"3,1"
12011,-1.133333,-91.116666,,E,,ECUADOR,TIM GERRODETTE,,11/7/98,ETP,South Pacific,,,,3,358,,"3,1"
12012,-1.133333,-91.116666,,6,,ECUADOR,TIM GERRODETTE,,11/7/98,ETP,South Pacific,,,,4,353,,"3,1"
12013,-1.133333,-91.116666,,6,,ECUADOR,TIM GERRODETTE,,11/7/98,ETP,South Pacific,,,,4,305,,"3,1"
12014,-1.133333,-91.116666,,6,,ECUADOR,TIM GERRODETTE,,11/7/98,ETP,South Pacific,,,,4,322,,"3,1"
12015,-1.133333,-91.116666,,6,,ECUADOR,TIM GERRODETTE,,11/7/98,ETP,South Pacific,,,,2,175,,"3,1"
12016,-1.133333,-91.116666,,6,,ECUADOR,TIM GERRODETTE,,11/7/98,ETP,South Pacific,,,,4,340,,"3,1"
12027,-2,-81.3,,E,,ECUADOR,TIM GERRODETTE,,11/11/98,ETP,South Pacific,,,,4,238,,"3,3"
12028,-2,-81.3,,E,,ECUADOR,TIM GERRODETTE,,11/11/98,ETP,South Pacific,,,,4,343,,"3,0"
16056,-8.8,-95.6,NA,E,,ETP IFS,LISA Ballance,,10/20/99,ETP,South Pacific,,,,4,110,,"3,0"
16076,-6.183333,-85.083333,,E,,ETP IFS,LISA Ballance,,11/5/99,ETP,South Pacific,,,,4,185,,"3,3"
16077,-6.183333,-85.083333,,E,,ETP IFS,LISA Ballance,,11/5/99,ETP,South Pacific,,,,4,255,,"3,0"
16078,-6.183333,-85.083333,,E,,ETP IFS,LISA Ballance,,11/5/99,ETP,South Pacific,,,,4,208,,"3,0"
16080,-6.183333,-85.083333,,E,,ETP IFS,LISA Ballance,,11/5/99,ETP,South Pacific,,,,4,78,,"3,1"
16081,-6.183333,-85.083333,,E,,ETP IFS,LISA Ballance,,11/5/99,ETP,South Pacific,,,,4,263,,"3,0"
16082,-6.183333,-85.083333,,E,,ETP IFS,LISA Ballance,,11/5/99,ETP,South Pacific,,,,4,183,,"3,0"
16083,-6.183333,-85.083333,,E,,ETP IFS,LISA Ballance,,11/5/99,ETP,South Pacific,,,,4,150,,"3,0"
37764,-8.866666,-93.3,,10,,ETP IFS,LISA Ballance,,10/19/03,ETP,South Pacific,,,,2,,,"3,3,3"
37765,-8.866666,-93.3,,10,,ETP IFS,LISA Ballance,,10/19/03,ETP,South Pacific,,,,2,,,"2,1,3"
37767,-8.516666,-91.266666,,2,,ETP IFS,LISA Ballance,,10/20/03,ETP,South Pacific,,,,2,,,"3,0,3"
37768,-8.516666,-91.266666,,2,,ETP IFS,LISA Ballance,,10/20/03,ETP,South Pacific,,,,2,,,"3,0,3"
37769,-8.516666,-91.266666,,2,,ETP IFS,LISA Ballance,,10/20/03,ETP,South Pacific,,,,2,,,"3,0,3"
37770,-8.516666,-91.266666,,2,,ETP IFS,LISA Ballance,,10/20/03,ETP,South Pacific,,,,2,,,"3,0,3"
37771,-8.516666,-91.266666,,2,,ETP IFS,LISA Ballance,,10/20/03,ETP,South Pacific,,,,2,,,"3,0,3"
37773,-8.516666,-91.266666,,2,,ETP IFS,LISA Ballance,,10/20/03,ETP,South Pacific,,,,2,,,"3,3"
37774,-8.516666,-91.266666,,2,,ETP IFS,LISA Ballance,,10/20/03,ETP,South Pacific,,,,2,,,"0,3,3"
37782,-14.733333,-84.766666,,E,,ETP IFS,LISA Ballance,,10/24/03,ETP,South Pacific,,,,2,,,"3,3,3"
37784,-14.733333,-84.766666,,E,,ETP IFS,LISA Ballance,,10/24/03,ETP,South Pacific,,,,2,,,"3,3"
37785,-14.733333,-84.766666,,E,,ETP IFS,LISA Ballance,,10/24/03,ETP,South Pacific,,,,2,,,"3,3"
37786,-14.733333,-84.766666,,8,,ETP IFS,LISA Ballance,,10/24/03,ETP,South Pacific,,,,,,,"0,3,3"
37787,-14.733333,-84.766666,,E,,ETP IFS,LISA Ballance,,10/24/03,ETP,South Pacific,,,,2,,,"3,0,3"
37789,-14.733333,-84.766666,,E,,ETP IFS,LISA Ballance,,10/24/03,ETP,South Pacific,,,,2,,,"3,3,3"
37790,-14.733333,-84.766666,,8,,ETP IFS,LISA Ballance,,10/24/03,ETP,South Pacific,,,,2,,,3
37791,-14.733333,-84.766666,,E,,ETP IFS,LISA Ballance,,10/24/03,ETP,South Pacific,,,,1,,,"3,2,3"
67152,-11.133333,-93.15,,10,,ETP IFS,LISA Ballance,,10/12/06,ETP,South Pacific,,,,"4,4",,", ",3
174904,-9.414471,-140.212095,mtGen13,mtGen13,,Marquesas-Ua Pou,SCOTT BAKER,Donator requested that PI request permission to use in study,4/14/12,Marquesas,South Pacific,C6,,,1,,,0
174906,-9.433955,-140.204074,mtGen13,mtGen13,,Marquesas-Ua Pou,SCOTT BAKER,Donator requested that PI request permission to use in study,4/14/12,Marquesas,South Pacific,C6,,,1,,,0
174901,-8.911976,-139.663942,mtGen14,mtGen14,,Marquesas-Ua Huka,SCOTT BAKER,Donator requested that PI request permission to use in study,4/10/12,Marquesas,South Pacific,,,,1,,,0
174902,-8.909686,-139.664286,mtGen14,mtGen14,,Marquesas-Ua Huka,SCOTT BAKER,Donator requested that PI request permission to use in study,4/10/12,Marquesas,South Pacific,,,,1,,,0
174903,-8.903876,-139.665905,mtGen14,mtGen14,,Marquesas-Ua Huka,SCOTT BAKER,Donator requested that PI request permission to use in study,4/10/12,Marquesas,South Pacific,,,,1,,,0
174887,-17.466,-149.8442,mtGen13,mtGen13,,Moorea,SCOTT BAKER,Donator requested that PI request permission to use in study,10/7/04,Moorea,South Pacific,C6,,,2,,,0
174884,-17.466,-149.8442,mtGen24,mtGen24,,Moorea,SCOTT BAKER,Donator requested that PI request permission to use in study,8/12/02,Moorea,South Pacific,C9,,,1,,,0
174886,-17.466,-149.8442,mtGen24,mtGen24,,Moorea,SCOTT BAKER,Donator requested that PI request permission to use in study,10/7/04,Moorea,South Pacific,C9,,,1,,,0
174885,-17.466,-149.8442,mtGen21,mtGen21,,Moorea,SCOTT BAKER,Donator requested that PI request permission to use in study,9/16/03,Moorea,South Pacific,,,,2,,,0
174888,-13.671833,-172.141433,mtGen04,mtGen04,,Apia to Savaii,SCOTT BAKER,Donator requested that PI request permission to use in study,8/7/12,NZ,South Pacific,C7,,,1,,,0
174889,-13.674216,-172.13905,mtGen04,mtGen04,,Apia to Savaii,SCOTT BAKER,Donator requested that PI request permission to use in study,8/7/12,NZ,South Pacific,C7,,,2,,,0
174890,-13.673783,-172.139016,mtGen04,mtGen04,,Apia to Savaii,SCOTT BAKER,Donator requested that PI request permission to use in study,8/7/12,NZ,South Pacific,C7,,,1,,,0
174891,-13.52755,-172.832,mtGen04,mtGen04,,Savaii,SCOTT BAKER,Donator requested that PI request permission to use in study,8/9/12,NZ,South Pacific,C7,,,1,,,0
174892,-13.537316,-172.827016,mtGen04,mtGen04,,Savaii,SCOTT BAKER,Donator requested that PI request permission to use in study,8/9/12,NZ,South Pacific,C7,,,2,,,0
174897,-13.3035,-172.6256,mtGen04,mtGen04,,Savai'i,SCOTT BAKER,Donator requested that PI request permission to use in study,9/24/03,NZ,South Pacific,C7,,,1,,,0
174898,-13.3035,-172.6256,mtGen90,mtGen90,,Savai'i,SCOTT BAKER,Donator requested that PI request permission to use in study,9/24/03,NZ,South Pacific,C7,,,1,,,0
33296,-39.333333,177.5,mtGen11,C,,HAWKE'S BAY,SCOTT BAKER,Donator requested that PI request permission to use in study,02/??/1996,NZ,South Pacific,C9,,,1,,,0
33297,-39.333333,177.5,mtGen11,C,,HAWKE'S BAY,SCOTT BAKER,Donator requested that PI request permission to use in study,02/??/1996,NZ,South Pacific,C9,,,1,,,0
33294,-39.333333,177.5,mtGen54,A,,"NEW ZEALAND, NORTHLAND",SCOTT BAKER,Donator requested that PI request permission to use in study,02/??/1996,NZ,South Pacific,,,,1,,,0
33298,-39.333333,177.5,,A,,HAWKE'S BAY,SCOTT BAKER,Donator requested that PI request permission to use in study,02/??/1996,NZ,South Pacific,,,,2,,,0
33299,-39.333333,177.5,,A,,HAWKE'S BAY,SCOTT BAKER,Donator requested that PI request permission to use in study,02/??/1996,NZ,South Pacific,,,,2,,,0
174893,-13.3035,-172.6256,mtGen21,mtGen21,,,SCOTT BAKER,Donator requested that PI request permission to use in study,??/??/????,NZ,South Pacific,,,,1,,,0
174894,-13.3035,-172.6256,mtGen88,mtGen88,,Savai'i,SCOTT BAKER,Donator requested that PI request permission to use in study,6/2/07,NZ,South Pacific,,,,1,,,0
