Steno_archive_dump_4June2024_LabID,Steno_DID_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,Steno_DID_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,Steno_DID_Edit_User,Steno_DID_Edit_Date,Steno_DID_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
51112,53125,51112,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,H,4,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51113,53126,51113,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,H,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51114,53127,51114,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,500,H,6,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,378,Jake Minich,4/13/10,steno 2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51115,52932,51115,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,D,9,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51115,62464,51115,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,7,56012,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51115,62464,51115,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,7,56012,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51116,52933,51116,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,E,1,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51117,52934,51117,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,E,2,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51117,62465,51117,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,8,56014,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
51117,62465,51117,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,8,56014,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
61447,52935,61447,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,E,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
61447,55358,61447,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",4,528,D,4,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
61923,52936,61923,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,E,4,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
61923,52968,61923,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,H,9,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,381,Jake Minich,4/27/10,Bmus II and Steno leftover,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
61934,52937,61934,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,E,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
61934,52969,61934,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,I,1,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
61935,52938,61935,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,E,6,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
61935,52970,61935,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,I,2,,N,Genomic DNA,0,None left,N,,,"Stickers requested twice for same sample, this D_ID does not exist.",,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66767,51383,66767,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,480,A,8,90262,Y,Genomic DNA,4,>50ul,N,,,,325,Jake Minich,1/4/10,entered by jjm,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66767,52939,66767,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,E,7,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66767,52971,66767,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,I,3,,N,Genomic DNA,0,None left,N,,,"Stickers requested twice for same sample, this D_ID does not exist.",,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66768,51384,66768,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,480,A,9,90263,Y,Genomic DNA,4,>50ul,N,,,,325,Jake Minich,1/4/10,entered by jjm,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66768,52940,66768,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,E,8,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66774,53339,66774,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,E,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66794,51409,66794,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",1,480,D,7,90289,Y,Genomic DNA,4,>50ul,N,,,,325,Jake Minich,1/4/10,entered by jjm,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66794,52941,66794,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,E,9,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66873,51814,66873,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66873,51814,66873,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66873,51814,66873,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66873,52942,66873,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,F,1,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66874,51815,66874,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,4,,N,Genomic DNA,0,None left,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66874,51815,66874,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,4,,N,Genomic DNA,0,None left,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66874,51815,66874,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,4,,N,Genomic DNA,0,None left,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66874,52943,66874,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,F,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66875,51816,66875,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,5,90370,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66875,51816,66875,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,5,90370,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66875,51816,66875,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,F,5,90370,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,338,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66875,52944,66875,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,F,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66900,51836,66900,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,H,7,90395,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66900,51836,66900,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,H,7,90395,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66900,53338,66900,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,E,1,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66911,51841,66911,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,I,3,90406,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66911,51841,66911,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,I,3,90406,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66911,51841,66911,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,I,3,90406,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,339,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66911,52945,66911,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,F,4,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66911,57188,66911,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,664,I,6,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,451,Louella Dolar,10/14/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66912,51842,66912,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,I,4,90407,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66912,51842,66912,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,I,4,90407,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66912,51842,66912,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,I,4,90407,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,339,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66912,52946,66912,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,F,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
66913,51843,66913,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,I,5,,N,Genomic DNA,0,None left,N,,,"DNA missarchived, sample not extracted",326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66913,51843,66913,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,I,5,,N,Genomic DNA,0,None left,N,,,"DNA missarchived, sample not extracted",328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66913,51843,66913,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,485,I,5,,N,Genomic DNA,0,None left,N,,,"DNA missarchived, sample not extracted",339,Jake Minich,2/2/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
66913,52947,66913,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,F,6,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
67070,52949,67070,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,F,8,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
67080,51849,67080,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,486,A,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,326,Jake Minich,1/14/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
67080,51849,67080,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,486,A,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,328,Jake Minich,1/26/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
67080,51849,67080,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,486,A,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,340,Jake Minich,2/6/10,entered by jjm,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
67080,52948,67080,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,F,7,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
70966,52950,70966,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,F,9,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
70966,62466,70966,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,9,96295,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
70966,62466,70966,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,724,I,9,96295,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75659,52951,75659,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,G,1,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75668,52952,75668,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,G,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75669,52953,75669,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,G,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75670,52954,75670,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,G,4,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75671,52955,75671,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,G,5,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75672,52956,75672,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,G,6,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75672,62467,75672,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,1,102393,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75672,62467,75672,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,1,102393,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75673,52957,75673,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,G,7,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75673,62468,75673,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,2,102394,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75673,62468,75673,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,2,102394,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75674,52958,75674,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,G,8,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
75674,79400,75674,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,7,102395,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28151,79400,3/18/14,Louella Dolar,Nanodrop Spectrophotometry,464.69,1.92,1.76,,,,Dan Prosperi,5/23/14,5/19/14
75674,79400,75674,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",22,882,G,7,102395,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,3/18/14,Alaina Harmon,2/2/22,3/18/14,28294,79400,3/21/14,Kelly Robertson,Tecan Fluorometry,224.59,,,,,,Dan Prosperi,5/23/14,5/23/14
77043,53340,77043,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",3,503,E,3,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,,,,,,,,Gabriela Serra-Valente,4/10/18,6/28/12,,,,,,,,,,,,,,
78744,52959,78744,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,G,9,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78744,62469,78744,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,3,106209,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78744,62469,78744,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,3,106209,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78755,52960,78755,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,H,1,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78755,62470,78755,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,4,106220,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78755,62470,78755,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,4,106220,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78759,52961,78759,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,H,2,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78773,52962,78773,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,H,3,,N,Genomic DNA,0,None left,N,,,,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78773,62471,78773,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,5,106243,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,655,Jake Minich,6/23/11,HICEAS P2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78773,62471,78773,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,725,A,5,106243,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,656,Jake Minich,7/5/11,S bre. # of Samples in Batch: 22x2,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
78774,52963,78774,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",2,498,H,4,,N,Genomic DNA,0,None left,N,,,Entire DNA sample loaned to Scott Baker's Lab.,377,Jake Minich,3/31/10,steno 1 61923 overflowedàhad to reextract wells around that 'c8',,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
