Pele_archive_dump_3June2024_LabID,Pele_DIDs_D_ID,dbo_vw_DNA_Storage_LabID,CellStatus,Freezer,Freezer_Description,Rack,Box,Row,Column,T_ID,DNAInStock,DNA_Type,DQuant,DQuant_Description,CheckedOut,Checked_Out_By,Checked_Out_For,Pele_DIDs_Comments,Batch_.,Extracted_By,Extraction_Date,Extraction_Comments,InventoryDate,Inventory_Tech,Accession_Date,Pele_DIDs_Edit_User,Pele_DIDs_Edit_Date,Pele_DIDs_Record_Creation_Date,Concentration_ID,dbo_vw_DNA_Concentration_D_ID,Quantification_Date,Done_by_Name,Equipment_Method,Concentration_ng_ul,Concentration_260_280,Concentration_260_230,Quantity_Copies,Assay,dbo_vw_DNA_Concentration_Comments,dbo_vw_DNA_Concentration_Edit_User,dbo_vw_DNA_Concentration_Edit_Date,dbo_vw_DNA_Concentration_Record_Creation_Date
98723,58069,98723,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,F,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98724,58075,98724,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,F,9,,Y,Genomic DNA,1,<=10ul,N,,,,518,Louella Dolar,12/7/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98725,58076,98725,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,G,1,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,518,Louella Dolar,12/7/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98726,58070,98726,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,F,4,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98727,58077,98727,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,G,2,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,518,Louella Dolar,12/7/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98728,57809,98728,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,D,4,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,498,Louella Dolar,11/17/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98729,57810,98729,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,D,5,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,498,Louella Dolar,11/17/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98747,58071,98747,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,F,5,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98747,74044,98747,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,A,3,129745,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
98748,57811,98748,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,D,6,,Y,Genomic DNA,1,<=10ul,N,,,,498,Louella Dolar,11/17/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98749,58072,98749,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,F,6,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98750,57812,98750,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,D,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,498,Louella Dolar,11/17/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98750,65098,98750,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,D,8,129748,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,713,Louella Dolar,2/27/12,"P ele & Z cav for BLH; F att, P cra for KMR",,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98751,58073,98751,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,F,7,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,517,Louella Dolar,12/1/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98751,65099,98751,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,D,9,129749,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,713,Louella Dolar,2/27/12,"P ele & Z cav for BLH; F att, P cra for KMR",,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98752,57813,98752,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,D,8,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,498,Louella Dolar,11/17/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98753,57814,98753,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,671,D,9,,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,499,Louella Dolar,11/18/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
98754,58078,98754,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",11,674,G,3,,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,518,Louella Dolar,12/7/10,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102501,62990,102501,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,B,9,133247,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102501,74045,102501,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,A,4,133247,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
102515,62991,102515,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,C,1,133261,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102516,62992,102516,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,C,2,133262,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102517,62993,102517,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,C,3,133263,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102517,74046,102517,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,A,5,133263,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
102518,62994,102518,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,C,4,133264,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102518,74047,102518,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,A,6,133264,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
102519,62995,102519,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,C,5,133265,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102519,65100,102519,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",15,758,E,1,133265,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,713,Louella Dolar,2/27/12,"P ele & Z cav for BLH; F att, P cra for KMR",,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102521,62996,102521,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,C,6,133267,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102522,62997,102522,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,C,7,133268,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102522,74048,102522,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,A,7,133268,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
102523,62998,102523,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,C,8,133269,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102523,74049,102523,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,A,8,133269,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
102524,62999,102524,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,C,9,133270,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102525,63000,102525,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,D,1,133271,Y,Genomic DNA,1,<=10ul,N,,,reconstituted per BLH 7/15/2013,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102525,103632,102525,1,F6,"-80C upright freezer, Marine Mammal and Turtle DNA",5,1027,J,9,133271,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,2005,Kelly Robertson,9/4/18,,,,9/10/18,Alaina Harmon,2/9/22,9/10/18,,,,,,,,,,,,,,
102529,63001,102529,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,D,2,133275,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102531,63002,102531,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,D,3,133277,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102531,74050,102531,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,A,9,133277,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
102532,63003,102532,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,D,4,133278,Y,Genomic DNA,1,<=10ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,61976,63003,11/17/18,Kelly Robertson,Victor Fluorometry,0,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
102532,74051,102532,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,B,1,133278,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,62003,74051,11/17/18,Kelly Robertson,Victor Fluorometry,193.89,,,,,,Gabriela Serra-Valente,6/10/19,5/29/19
102533,63004,102533,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,D,5,133279,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102533,74052,102533,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,B,2,133279,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
102534,63005,102534,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,D,6,133280,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102534,74053,102534,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,B,3,133280,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
102535,63006,102535,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,D,7,133281,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102535,74054,102535,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,B,4,133281,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,906,Louella Dolar,4/17/13,P ele for BLH,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
102556,63007,102556,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,D,8,133302,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
102557,63008,102557,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",14,731,D,9,133303,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
103987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103997,63895,103997,-1,,,,,,,147387,N,PCR Product,0,None left,N,,,"PCR product, D&TRO, kept in POST PCR lab, Product did not work, tossed per LD 3/7/2012",,,,,,,,Dan Prosperi,3/7/12,6/28/12,,,,,,,,,,,,,,
103997,63896,103997,-1,,,,,,,147388,N,PCR Product,0,None left,N,,,"PCR product , 12S, kept in POST PCR lab, Product did not work, tossed per LD 3/7/2012",,,,,,,,Dan Prosperi,3/7/12,6/28/12,,,,,,,,,,,,,,
104014,66051,104014,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,D,4,147410,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
104014,66286,104014,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,E,4,147410,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
104014,69456,104014,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,E,8,147410,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
104015,66052,104015,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,D,5,147411,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
104015,66287,104015,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,E,5,147411,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
104015,69457,104015,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,E,9,147411,Y,Genomic DNA,2,>10ul and <=25ul,N,,,reconstituted per BLH 7/15/2013,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
104016,66053,104016,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,D,6,147412,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
104016,66288,104016,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,E,6,147412,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
104016,69458,104016,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,F,1,147412,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
104017,66054,104017,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,D,7,147413,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
104017,66289,104017,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,E,7,147413,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
104017,69459,104017,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,F,2,147413,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
104018,66055,104018,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,D,8,147414,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
104018,66290,104018,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,E,8,147414,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
104018,69460,104018,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,F,3,147414,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
104018,74055,104018,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",19,826,B,5,147414,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,907,Louella Dolar,4/24/13,G mac for KMR,,,4/26/13,Alaina Harmon,2/2/22,4/26/13,,,,,,,,,,,,,,
104019,66056,104019,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,D,9,147415,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
104019,66291,104019,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,E,9,147415,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
104019,69461,104019,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,F,4,147415,Y,Genomic DNA,4,>50ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105424,66057,105424,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,E,1,148835,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105424,66292,105424,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,F,1,148835,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105424,69462,105424,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,F,5,148835,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105424,70628,105424,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,C,2,148835,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105425,66058,105425,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,E,2,148836,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105425,66293,105425,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,F,2,148836,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105425,69463,105425,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,F,6,148836,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105425,70629,105425,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,C,3,148836,Y,Genomic DNA,4,>50ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105426,66059,105426,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,E,3,148837,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105426,66294,105426,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,F,3,148837,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105426,69464,105426,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,F,7,148837,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105426,70630,105426,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,C,4,148837,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105427,66060,105427,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,E,4,148838,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105427,66295,105427,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,F,4,148838,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105427,70631,105427,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,C,5,148838,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105427,71991,105427,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",18,810,D,8,148838,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,1/22/13,Alaina Harmon,2/2/22,1/22/13,,,,,,,,,,,,,,
105428,66061,105428,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,E,5,148839,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105428,66296,105428,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,F,5,148839,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105428,70632,105428,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,C,6,148839,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105428,71992,105428,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",18,810,D,9,148839,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,1/22/13,Alaina Harmon,2/2/22,1/22/13,,,,,,,,,,,,,,
105429,66062,105429,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,E,6,148840,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105429,66297,105429,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,F,6,148840,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
105429,69465,105429,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,792,F,8,148840,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,,,,,,,8/22/12,Alaina Harmon,2/2/22,8/22/12,,,,,,,,,,,,,,
105429,70633,105429,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",17,799,C,7,148840,Y,Genomic DNA,2,>10ul and <=25ul,N,,,,817,Louella Dolar,10/23/12,mixed batch- Pele for BLH; the rest for KMR,,,11/1/12,Alaina Harmon,2/2/22,11/1/12,,,,,,,,,,,,,,
105429,71997,105429,1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",18,810,E,5,148840,Y,Genomic DNA,3,>25ul and <=50ul,N,,,,,,,,,,1/22/13,Alaina Harmon,2/2/22,1/22/13,,,,,,,,,,,,,,
105430,66063,105430,-1,F1,"-80C upright freezer, Marine Mammal and Turtle DNA",8,145,E,7,148841,N,Genomic DNA,0,None left,N,,,Tossed per BLH 5/14/2012. TOSS due to possible contamination per BLH 8/3/2012,,,,,,,,Nicky Beaulieu,8/3/12,6/28/12,,,,,,,,,,,,,,
105430,66298,105430,-1,F7,"-80C upright freezer, Marine Mammal and Turtle DNA",16,769,F,7,148841,N,Genomic DNA,0,None left,N,,,TOSS due to possible contamination per BLH 8/3/2012,736,Amy Lanci,5/1/12,,,,,Alaina Harmon,2/2/22,6/28/12,,,,,,,,,,,,,,
